入定之时，不宜打扰。	Lúc nhập định, không nên làm phiền.
待你事了，再议不迟。	Đợi ngươi xong việc, bàn sau cũng chưa muộn.
残魂执念，何苦强留人间。	Tàn hồn chấp niệm, hà tất phải lưu luyến cõi người.
阴魂不散，不如重入轮回。	Âm hồn chẳng tan, chi bằng đầu thai trở lại.
凡石顽砾，岂是灵材。	Đá thường thô lậu, sao xứng là linh tài.
属性相克，不可妄用。	Thuộc tính tương khắc, không thể tùy tiện sử dụng.
此非阵眼所需之物。	Đây không phải vật mà trận nhãn cần.
此阵，尚缺一味菌引。	Trận này vẫn thiếu một vị nấm dẫn.
需以至阴灵木为基。	Cần dùng linh mộc chí âm làm nền tảng.
月华过盛，反损菌灵。	Nguyệt hoa quá thịnh, ngược lại tổn hại nấm linh.
阵眼已足，不可再添。	Trận nhãn đã đủ, không thể thêm nữa.
腹蕴未消，纳新徒劳。	Trong bụng chưa tiêu hóa hết, nạp thêm cũng vô ích.
浊气太重，不堪入腹。	Trọc khí quá nặng, không thể đưa vào bụng.
此卷功法，早已参透。	Cuốn công pháp này, ta đã thấu triệt từ lâu.
材质凡劣，难承道韵。	Chất liệu tầm thường kém cỏi, khó chứa đựng đạo vận.
符文有谬，非启阵之钥。	Phù văn có sai sót, không phải chìa khóa mở trận.
阵法未复，强启无益。	Trận pháp chưa hồi phục, cưỡng mở cũng vô ích.
形骸有误，魂难附体。	Hình hài có lỗi, hồn khó nhập thể.
此地不见太阴，阵法难成。	Nơi này không thấy bóng thái âm, trận pháp khó thành.
场地芜杂，非博弈之所。	Địa điểm lộn xộn, không phải nơi để tranh tài.
煞气隐现，不宜戏耍。	Sát khí ẩn hiện, không nên nô đùa.
时辰已过，明日请早。	Thời khắc đã qua, ngày mai hãy đến sớm.
俗物不堪入局。	Vật tục không đủ tư cách vào cuộc.
局未终了，静候即可。	Ván chưa kết thúc, cứ yên tĩnh chờ đợi.
此物灵性，与彼相冲。	Linh tính của vật này xung với vật kia.
灵蕴不合，徒劳无功。	Linh uẩn không hợp, uổng công vô ích.
宝光内敛，尚需温养。	Bảo quang thu liễm, còn cần ôn dưỡng thêm.
人妖殊途，心意难通。	Người yêu khác đường, tâm ý khó thông.
女王有要务在身，稍后再献。	Nữ vương đang bận việc quan trọng, dâng sau cũng được.
道友的储物袋，似乎已无余地。	Túi trữ vật của đạo hữu hình như đã không còn chỗ.
神魂离体，授之无益。	Thần hồn đã lìa thể, ban cho cũng vô ích.
既是入定，不便叨扰。	Đã nhập định rồi, không tiện làm phiền.
道友正忙，稍后再议。	Đạo hữu đang bận, bàn sau vậy.
储物袋已满，这些材料暂且由我保管。	Túi đã đầy, những vật liệu này tạm thời ta giữ hộ.
身死道消，外物何用。	Thân chết đạo tàn, ngoại vật có ích gì.
机缘未至，待你醒转再予不迟。	Cơ duyên chưa đến, đợi ngươi tỉnh lại rồi trao cũng chưa muộn.
道友先处理要务，此物可暂存于我处。	Đạo hữu xử lý việc quan trọng trước, vật này tạm gửi ta.
凡纸俗墨，不堪承载道韵。	Giấy thường mực tục, không thể chứa đựng đạo vận.
笔墨有人正在使用，稍候片刻。	Bút mực có người đang dùng, đợi chút.
无图可临，如何下笔？	Không có hình để vẽ, sao có thể cầm bút?
此等俗物，不换也罢。	Vật tục như vậy, không đổi cũng được.
火势未定，不宜更衣。	Lửa chưa tắt, không nên thay y phục.
更衣之处有人，且待。	Chỗ thay y phục có người, hãy đợi.
化形之基不足，难以维系。	Nền tảng hóa hình chưa đủ, khó duy trì.
阵中无灵，术法难施。	Trong trận không có linh lực, thuật pháp khó thi triển.
气血有亏，强施此术恐伤及本源。	Khí huyết chưa đủ, cưỡng ép thi triển thuật này e tổn thương bản nguyên.
坐骑心性未平，暂不宜驾驭。	Tâm tính của kỳ thú chưa bình ổn, chưa nên điều khiển.
此兽已有主，不便强夺。	Con thú này đã có chủ, không tiện cưỡng đoạt.
灵兽蛰伏，且待其苏醒。	Linh thú đang ngủ đông, hãy đợi nó thức dậy.
战意正酣，此时上鞍非明智之举。	Chiến ý đang nồng, lúc này lên yên không phải quyết định sáng suốt.
此卷功法，早已了然于胸。	Cuốn công pháp này, ta đã nắm rõ từ lâu.
道法相悖，习之无益。	Đạo pháp tương phản, học cũng vô ích.
界域法则不同，此图在此界无效。	Pháp tắc giới vực khác nhau, bản đồ này vô hiệu tại giới này.
天机蒙昧，难窥其踪。	Thiên cơ huyền bí, khó nhìn ra dấu vết.
图卷所指之地，似不存于此方世界。	Nơi mà đồ quyển chỉ, dường như không tồn tại trong thế giới này.
空无一物，何以成包？	Không có gì cả, sao thành gói được?
非吾道之器，不取。	Không phải khí cụ của ta, không lấy.
此物有主，不便强取。	Vật này đã có chủ, không tiện cưỡng lấy.
非我驯化之灵宠，不可妄动。	Không phải linh thú ta thuần hóa, không thể tùy tiện động vào.
此兽野性未驯，强捉无益。	Con thú này chưa thuần, bắt mạnh cũng vô ích.
待其心服，再召不迟。	Đợi nó tâm phục rồi triệu cũng chưa muộn.
肉身之力，非我所长。	Sức mạnh thể xác không phải sở trường của ta.
怨气缠身，沾染不祥。	Oán khí quấn thân, vướng vào bất tường.
距离过远，剑气难及。	Khoảng cách quá xa, kiếm khí khó đến.
器皿与灵食属性不合，不宜盛装。	Đồ đựng và linh thực không hợp thuộc tính, không nên dùng.
器皿已合，无需更换。	Đồ đựng đã hợp rồi, không cần đổi.
舟船之技，非我所精。	Nghề chèo thuyền, ta không giỏi.
划桨之韵，稍有偏差。	Nhịp chèo hơi lệch một chút.
力道未济，还需协调。	Lực đạo chưa đủ, cần điều chỉnh thêm.
潮汐不定，难以借力。	Thủy triều không ổn, khó mượn lực.
风向有变，落帆不易。	Hướng gió đã đổi, hạ buồm không dễ.
缆绳缠滞，稍安勿躁。	Dây neo vướng víu, hãy bình tĩnh.
时机稍纵，下次再试。	Thời cơ vừa qua, lần sau thử lại.
水域已固，浴丹难融。	Thủy vực đã đông đặc, đan dược khó tan.
灵蕴已布，过犹不及。	Linh uẩn đã đủ, quá mức cũng không tốt.
此钓具图谱，我已参详过了。	Đồ quyển ngư cụ này, ta đã tham khảo qua rồi.
此鱼尚未通灵，不入品阶。	Con cá này chưa thông linh, không đủ phẩm cấp.
药龄尚浅，不堪入药。	Tuổi dược thảo còn non, không đủ làm thuốc.
此草木特性，已记录在案。	Đặc tính thảo mộc này đã được ghi lại.
此等浊物，无益于灵植辨析。	Vật trọc như vậy, vô ích cho việc phân tích linh thực.
此地水脉，与此灵植属性相冲。	Thủy mạch nơi này xung với thuộc tính linh thực này.
壶中已空，待我取些灵泉来。	Bình đã cạn, để ta lấy thêm linh tuyền.
甘露已尽，需再汲取。	Cam lộ đã cạn, cần lấy thêm.
此非可驯化之灵兽，铃对其无效。	Đây không phải linh thú có thể thuần hóa, chuông không có tác dụng.
此铃已与它兽结下灵契。	Chiếc chuông này đã kết linh khế với thú khác.
一铃一契，方是正理。	Một chuông một khế, mới là đạo lý đúng đắn.
需有灵兽在侧，方可系挂。	Cần có linh thú bên cạnh mới có thể đeo lên.
距离过远，灵契感应不及。	Khoảng cách quá xa, linh khế cảm ứng không tới.
灵契已成，暂且安分。	Linh khế đã thành, hãy yên phận.
此兽心绪不宁，暂且难以约束。	Con thú này tâm tính bất an, tạm thời khó ràng buộc.
此物已有印记，无需重复。	Vật này đã có ấn ký, không cần làm lại.
非与会之人，不可标记。	Không phải người tham dự, không thể đánh dấu.
此地法则有异，赛事难启。	Pháp tắc nơi này có dị biệt, khó khởi động thi đấu.
赛事正酣，静待下一轮即可。	Cuộc thi đang sôi nổi, yên tĩnh đợi vòng tiếp theo.
此等变化之术，早已掌握。	Thuật biến hóa như vậy, ta đã nắm rõ từ lâu.
时机已过，强求无益。	Thời cơ đã qua, cưỡng cầu vô ích.
此族裔，只认其同源之主。	Tộc này chỉ nhận chủ cùng nguồn gốc.
此物已有灵主，强取恐遭反噬。	Vật này đã có linh chủ, cưỡng lấy e bị phản phệ.
材料不全，巧妇难为无米之炊。	Vật liệu chưa đủ, khéo tay cũng khó nấu cơm không gạo.
此物炼制之法，尚未参透。	Phương pháp luyện chế vật này, ta chưa thấu triệt.
需有相应器鼎，方可炼制。	Cần có khí đỉnh tương ứng mới có thể luyện chế.
此事，暂不可为。	Việc này, tạm thời không thể làm.
船体有损，灵光外泄。	Thân thuyền bị hư, linh quang rò rỉ.
舟将倾覆，需早作打算。	Thuyền sắp lật, cần sớm tính toán.
此灵植病气侵体，已损根基。	Linh thực này bị bệnh khí xâm thể, đã tổn thương căn cơ.
此物气息晦暗，似染污秽。	Khí tức vật này tối tăm, như nhiễm ô uế.
天时不利，暂且退避。	Thiên thời bất lợi, tạm thời rút lui.
坐骑伤重，不宜再战。	Kỳ thú thương nặng, không nên tiếp tục chiến đấu.
蜂毒虽微，扰人清修。	Độc ong tuy nhỏ, nhưng quấy rầy tu luyện.
暗器回旋，雕虫小技。	Ám khí xoay về, chỉ là vặt vãnh.
有杀气潜伏，匿于暗处。	Có sát khí ẩn phục, nấp trong bóng tối.
宵小之辈，只敢行偷袭之举。	Kẻ tiểu nhân, chỉ dám hành động lén lút.
玄阴之气，竟能透我护体罡风。	Huyền âm chi khí, thực sự có thể xuyên qua cương phong hộ thể của ta.
此地炎阳之力，非同寻常。	Dương hỏa nơi này, phi thường mãnh liệt.
灵材不足，法诀难成。	Linh tài không đủ, pháp quyết khó thành.
好强的妖气！来者绝非善类。	Yêu khí thật mạnh! Kẻ đến tuyệt không phải loại thiện.
洞窟不稳，恐有坍塌之危。	Động phủ không ổn, e có nguy cơ sụp đổ.
地动山摇，是那沙中妖物作怪。	Đất rung núi chuyển, là yêu vật trong cát quấy phá.
地脉被扰，需小心应对。	Địa mạch bị quấy rầy, cần cẩn thận ứng phó.
待平息此事，再寻它算账。	Đợi bình định xong, rồi tính sổ với nó.
暂且予它些好处，免生事端。	Tạm thời cho nó chút lợi ích, tránh sinh sự.
小恩小惠，只为稳住此獠。	Ân huệ nhỏ nhoi, chỉ để vỗ về tên này.
哼，权当喂食看门犬了。	Hừ, coi như cho chó canh ăn vậy.
机缘已至，秘法自现。	Cơ duyên đã đến, bí pháp tự hiện.
供奉不合，机缘未到。	Cúng phẩm không hợp, cơ duyên chưa đến.
金乌西坠，正是吐纳调息之时。	Kim ô lặn xuống phía tây, chính là lúc tổ nạp điều tức.
可充饥肠，聊胜于无。	Có thể no bụng, cũng hơn là không có.
此物浊气太重，不宜多食。	Vật này trọc khí quá nặng, không nên ăn nhiều.
腐坏之物，恐伤道基。	Vật đã thối, e tổn hại đạo cơ.
灵气已失，味同嚼蜡。	Linh khí đã mất, vô vị như nhai sáp.
此非可食之物。	Đây không phải vật có thể ăn.
滋味怪异，难以入口。	Mùi vị kỳ lạ, khó nuốt.
哼...此物...颇有...分量...	Hừ... vật này... thực sự... nặng...
待我...调息...片刻...	Đợi ta... điều tức... chút đã...
区区...重负...何足...挂齿...	Bất quá... gánh nặng... có gì... đáng kể...
纵是...山岳...亦能...扛鼎...	Dù là... núi non... cũng có thể... gánh vác...
莫非...此石...内蕴...玄机...	Hay chăng... đá này... ẩn chứa... huyền cơ...
千年...道行...岂惧...物重...	Ngàn năm... đạo hành... sao ngại... vật nặng...
呔...！	Hì...!
气贯...周身...	Khí quán... toàn thân...
真元...运转...	Chân nguyên... vận hành...
地动山摇，此地不宜久留。	Đất rung núi chuyển, nơi này không nên ở lâu.
异象频生，恐有变故。 	Dị tượng liên tiếp xuất hiện, e có biến cố.
空间不稳，需速离此地。	Không gian bất ổn, cần nhanh rời khỏi nơi này.
地宫禁制重启，那些傀儡又复苏了。	Cấm chế địa cung khởi động lại, những bù nhìn kia lại hồi phục.
骨牢之术？雕虫小技。	Thuật lồng xương? Chỉ là vặt vãnh.
草木成精，也学人困敌？	Thảo mộc thành tinh, cũng học người giăng bẫy địch?
护体灵光？尚欠火候。	Linh quang hộ thể? Vẫn còn thiếu lửa luyện.
至阴之地，正合我功体。	Đất chí âm, rất hợp với công thể của ta.
昼光刺目，扰人清静。	Ánh ban ngày chói mắt, quấy rầy sự thanh tĩnh.
天高海阔，任我遨游。	Trời cao biển rộng, tùy ta ngao du.
大道玄妙，又窥得一丝真谛。	Đại đạo huyền diệu, lại thấu được một sợi chân đế.
有妖气逼近，是巡山犬类。	Có yêu khí tiến gần, là loài chó tuần sơn.
地脉震动，有巨虫潜行。	Địa mạch rung chuyển, có trùng khổng lồ bí mật di chuyển.
腹中灵气渐消，需进补了。	Linh khí trong bụng dần tiêu, cần bổ sung rồi.
附近有强大气血波动，是头不错的猎物。	Gần đây có khí huyết mạnh mẽ dao động, là con mồi không tệ.
踪迹至此断绝，此兽颇通隐匿。	Dấu vết đến đây đứt đoạn, con thú này giỏi ẩn mình.
雨水冲刷，痕迹难寻。	Mưa rửa trôi, dấu vết khó tìm.
此地气息混杂，需仔细分辨。	Khí tức nơi này hỗn tạp, cần phân biệt cẩn thận.
果然在此，休想逃脱。	Quả nhiên ở đây, đừng hòng thoát.
气息有异，莫非是调虎离山？	Khí tức có dị biệt, hay chăng là điệu hổ ly sơn?
气息消散，暂且作罢。	Khí tức tiêu tán, tạm thời thôi.
储物袋已满，需整理一番。	Túi trữ vật đã đầy, cần sắp xếp lại.
神魂...遭外力所制...	Thần hồn... bị ngoại lực khống chế...
道法粗浅，无甚可悟。	Đạo pháp nông cạn, chẳng có gì đáng ngộ.
血蚊扰人，不堪其烦。	Muỗi máu quấy rầy, không chịu nổi.
衣橱起火，需先灭火。	Tủ quần áo bốc lửa, cần dập lửa trước.
险境未除，不宜分心他顾。	Hiểm cảnh chưa qua, không nên phân tâm việc khác.
骑乘之时，不便开启。	Khi đang cưỡi, không tiện mở ra.
周遭气机凶险，不可入定。	Khí cơ xung quanh hung hiểm, không thể nhập định.
白日阳气正盛，非休眠之时。	Ban ngày dương khí đang thịnh, không phải lúc ngủ nghỉ.
地穴无昼夜之分，然心绪不宁，难以安眠。	Động phủ không phân ngày đêm, nhưng tâm tư bất an, khó ngủ yên.
饥肠辘辘，难以入静。	Bụng đói rỗng, khó nhập tĩnh.
卧榻之侧岂容火患？	Bên giường ngủ sao chấp nhận hỏa hoạn?
杀气萦绕，岂能安憩？	Sát khí vây quanh, sao có thể nghỉ ngơi?
夜间乃修炼佳时，岂可虚度于小憩。	Đêm khuya là thời gian tu luyện tốt, sao có thể lãng phí vào giấc nghỉ.
地穴阴气侵体，小憩反损精神。	Âm khí động phủ xâm thể, nghỉ ngơi ngược lại tổn hại tinh thần.
腹中空空，难以调息。	Bụng rỗng không, khó điều tức.
虚惊一场，并无陷阱。	Sợ hão thôi, không có bẫy.
扁毛畜生，安敢欺近！	Con vật lông bẹt, dám đến gần!
地动山摇，需稳守心神。	Đất rung núi chuyển, cần vững giữ tâm thần.
大道至理，需潜心参悟。	Đại đạo chí lý, cần chuyên tâm tham ngộ.
此树可暂避风雨。	Cây này có thể tạm trú tránh mưa gió.
草木带刺，需小心些。	Thảo mộc có gai, cần cẩn thận.
真火无情，竟焚毁至此。	Chân hỏa vô tình, thực sự thiêu hủy đến thế.
火把燃尽，需换新枝。	Đuốc cháy hết, cần thay cành mới.
香炉已冷，待我再续灵香。	Lò hương đã nguội, để ta thêm linh hương.
扇中风灵之力已竭。	Sức mạnh phong linh trong quạt đã cạn kiệt.
罗盘灵光散尽，需重新祭炼。	Linh quang la bàn đã tán hết, cần tế luyện lại.
触动了机关，需多加小心。	Đã kích động cơ quan, cần cẩn thận hơn.
时机未至，强求无益。	Thời cơ chưa đến, cưỡng cầu vô ích.
空间裂隙，且探上一探。	Kẽ nứt không gian, cứ thử thám hiểm xem.
传送阵波动不稳，尚可一用。	Sóng động trận truyền tống không ổn, vẫn có thể dùng một lần.
\n此等破损，举手之劳。	Hư hỏng như vậy, chỉ là chuyện nhỏ.
大道之上，又进一步。	Trên đại đạo, lại tiến thêm một bước.
神通初成，心有所得。	Thần thông mới thành, tâm có sở đắc.
地力贫瘠，需以灵肥滋养。	Địa lực cằn cỗi, cần dùng linh phân tưới dưỡng.
手滑了，此物竟脱手而出。	Tay trượt, vật này thực sự rơi mất.
雷光掠身而过，幸未击中。	Lôi quang lướt qua thân, may chưa trúng.
那蟾蜍要遁走！	Con cóc đó muốn chạy trốn!
可惜，让那妖物逃了。	Đáng tiếc, để yêu vật đó chạy thoát.
晨露沾衣，微感湿意。	Sương sớm thấm áo, hơi cảm thấy ẩm ướt.
衣衫尽湿，有碍观瞻。	Áo quần ướt hết, ảnh hưởng đến diện mạo.
浑身湿透，需运功驱寒。	Toàn thân ướt đẫm, cần vận công khu hàn.
如坠冰窟，速速烘干法体！	Như rơi vào hang băng, nhanh sấy khô pháp thể!
随波逐流，竟至此地。	Theo dòng trôi giạt, thực sự đến nơi này.
神游太虚，去矣。	Thần du thái hư, đi vậy.
肉身已殒，暂以魂体存世。	Nhục thân đã mất, tạm dùng hồn thể tồn tại trên đời.
魂体受阴风侵蚀，灵光黯淡。	Hồn thể bị âm phong xâm thực, linh quang tối tăm.
林木石化，此地曾有异变。	Rừng cây đá hóa, nơi này từng có dị biến.
此獠狂性大发，正可试我锋芒。	Tên này cuồng tính phát tác, vừa hay thử thách phong mang của ta.
封印已解，其本体方现。	Phong ấn đã giải, bản thể mới hiện ra.
呼朋引伴，不过是徒增伤亡。	Gọi bằng hữu, chẳng qua là thêm thương vong mà thôi.
月华凝晶，光华内蕴。	Nguyệt hoa ngưng kết thành tinh, quang hoa ẩn chứa bên trong.
晶石将出，再加把力。	Thạch tinh sắp ra, thêm chút sức lực nào.
月华之精，果然不凡。	Tinh hoa nguyệt hoa, quả nhiên không tầm thường.
古物斑驳，气韵犹存。	Cổ vật loang lổ, khí vận vẫn còn.
封印渐消，真容将现。	Phong ấn dần tiêu, chân dung sắp hiện.
上古遗珍，重见天日。	Trân bảo thượng cổ, lại thấy ánh sáng.
灵种生机勃勃，非同凡响。	Linh chủng sinh cơ dạt dào, phi thường mãnh liệt.
灵根即将破土。	Linh căn sắp nảy mầm.
此等仙种，正合我用。	Tiên chủng như vậy, vừa hay hợp với ta.
心神微震，是何物扰我清静？	Tâm thần khẽ rung, vật gì quấy rầy sự thanh tĩnh của ta?
心若冰清，何惧妖邪。	Tâm như băng thanh, ngại gì yêu tà.
月华之力不足，未能成丹。	Lực lượng nguyệt hoa không đủ, không thể thành đan.
独食方能细品其中灵蕴。	Ăn một mình mới có thể cảm nhận linh uẩn bên trong.
灵台清明，气血充盈，妙不可言。	Linh đài thanh minh, khí huyết sung mãn, diệu không thể nói.
宴席之上，各安其位便好。	Trên tiệc yến, ai ở vị trí của mình là được.
盛宴终有散时，灵力渐复平常。	Tiệc thịnh cuối cùng cũng tan, linh lực dần trở về bình thường.
以我法力，为你重聚魂魄。	Dùng pháp lực của ta, giúp ngươi tụ lại hồn phách.
道友，感觉如何？	Đạo hữu, cảm thấy thế nào?
阴阳轮回，岂能困我？	Âm dương luân hồi, sao có thể giam cầm ta?
远处有信号升起，是其他修士？	Xa xa có tín hiệu bay lên, là tu sĩ khác?
此光柱非同小可，恐有大事发生。	Cột sáng này phi thường, e có đại sự xảy ra.
海面阴影逼近，是深海巨兽！	Bóng tối trên mặt biển tiến gần, là ác thú biển sâu!
礼不可废，权且如此。	Lễ nghĩa không thể thiếu, tạm thời như vậy vậy.
见冠如见其主。	Thấy mũ như thấy chủ.
俗礼而已，不必挂心。	Tục lễ mà thôi, không cần bận tâm.
雷灵附体，诛邪辟易。	Lôi linh phụ thể, trừ tà bích dị.
战意升腾，锋芒毕露。	Chiến ý dâng trào, phong mang lộ hết.
罡气护体，固若金汤。	Cương khí hộ thể, vững như thành vàng.
灵台通透，诸事皆宜。	Linh đài thông suốt, mọi việc đều thuận lợi.
水汽不侵，片叶不沾。	Thủy khí không xâm, mảnh lá không thấm.
神完气足，倦意全无。	Thần đầy khí đủ, mệt mỏi hoàn toàn không có.
雷灵之力，渐渐消散。	Sức mạnh lôi linh, dần dần tiêu tán.
锋芒内敛，归于平常。	Phong mang thu liễm, trở về bình thường.
护体罡气，已然散去。	Cương khí hộ thể, đã tản đi.
灵效已过，需凭己力。	Linh hiệu đã qua, cần tự lực.
避水之效，已然消失。	Hiệu quả tránh nước đã biến mất.
嗯...略有倦意袭来。	Ừm... hơi có chút mệt mỏi ập đến.
线断了，此鱼气力不小。	Dây câu đứt rồi, con cá này sức lực không nhỏ.
线松了，需收紧些。	Dây câu lỏng rồi, cần kéo chặt lại.
竟让它脱钩了，可惜。	Thực sự để nó thoát câu, đáng tiếc.
这一竿，落点有偏。	Cú ném này, điểm rơi lệch.
鱼群似有灵智，懂得避人。	Đàn cá dường như có linh trí, biết tránh người.
深海之下，必有巨物。	Dưới biển sâu, chắc chắn có vật khổng lồ.
今日鱼口不佳，莫非时辰不对？	Hôm nay cá không cắn câu, hay là thời khắc không đúng?
垂钓亦是修心，不急不躁。	Câu cá cũng là tu tâm, không vội không nóng.
重{weight}斤...尚可。	Nặng {weight} cân... cũng được.
重{weight}斤！\n此物不凡，内蕴灵机。	Nặng {weight} cân!\nVật này phi thường, ẩn chứa linh cơ.
爪落空了，水下暗流颇急。	Vuốt quào hụt, dòng chảy ngầm dưới nước khá mạnh.
空空如也，水下之物已被人取走？	Trống rỗng, vật dưới nước đã bị ai đó lấy mất?
此鼠气血孱弱，难当大任。	Con chuột này khí huyết yếu ớt, khó đảm đương việc lớn.
去吧，莫要让我失望。	Đi đi, chớ để ta thất vọng.
方向有误，速速回头。	Hướng đi sai rồi, nhanh quay đầu lại.
南辕北辙，岂能抵达？	Nam viên bắc triệt, sao có thể đến được?
赛场之上，岂容酣睡？	Trên đấu trường, sao chấp nhận ngủ say?
如此慢行，与散步何异？	Đi chậm như vậy, khác gì tản bộ?
晕头转向，不堪大用。	Chóng mặt quay cuồng, không đủ dùng vào việc lớn.
乾坤挪移，方寸之间。	Kiền khôn dời chuyển, trong tấc đất.
轮回之意？……与我之道，倒有几分契合。	Ý luân hồi? ... Với đạo của ta, có vài phần tương hợp.
此路已绝，非我之道。	Con đường này đã tuyệt, không phải đạo của ta.
灵力尽失，废铁一块。	Linh lực mất hết, một khối sắt phế thải.
哼，草木枯荣，亦是天道。	Hừ, thảo mộc khô nở, cũng là thiên đạo.
且看这未知之种，能结何等因果。	Cứ xem giống chưa biết này, kết ra nhân quả gì.
以浊养清，倒是暗合阴阳之道。	Dùng trọc nuôi thanh, lại ngầm hợp với âm dương chi đạo.
嗯？竟是法则之火？	Ừm? Thực sự là lửa pháp tắc?
区区火毒，也敢噬主？	Hỏa độc bình thường, cũng dám cắn chủ?
这火毒法则，已被我参透。	Pháp tắc hỏa độc này, đã bị ta thấu triệt.
速速生长，莫要误我时辰。	Nhanh sinh trưởng, chớ lãng phí thời gian của ta.
待你成熟，便是你价值所在。	Đợi ngươi chín, đó là giá trị của ngươi.
哼，能入我药鼎，是你的造化。	Hừ, có thể vào đỉnh dược của ta, đó là phúc duyên của ngươi.
灵气尚可，未辱没王某栽培。	Linh khí tạm được, chưa hổ thẹn với sự bồi dưỡng của Vương Mỗ.
倒是比那些蠢货让人省心。	Thực ra so với những đồ ngu kia, dễ chịu hơn nhiều.
纵使遁入虚空，王某也能将你们揪出。	Dù các ngươi trốn vào hư không, Vương Mỗ cũng có thể lôi ra.
也罢，便看看你们有何神通。	Thôi được, cứ xem các ngươi có thần thông gì.
区区幻形之术，也敢在王某面前卖弄！	Thuật huyễn hình bình thường, cũng dám trình diễn trước mặt Vương Mỗ!
在王某神识之下，无所遁形。	Dưới thần thức của Vương Mỗ, không có gì có thể ẩn mình.
雕虫小技，也配称为隐匿之法？	Trò vặt vãnh, cũng đáng gọi là ẩn thân chi pháp?
孽畜，还不速速现形！	Nghiệt súc, không mau hiện hình!
还差一具……待本尊以神识锁之。	Còn thiếu một cái... để bổn tôn dùng thần thức khóa lại.
天罗地网，终难逃本尊掌心。	Thiên la địa võng, cuối cùng cũng khó thoát lòng bàn tay bổn tôn.
此子……倒有几分机缘。	Đứa này... lại có vài phần cơ duyên.
时辰将尽……莫非想遁入虚空？	Thời khắc sắp hết... hay muốn trốn vào hư không?
竟是规则之力相护……	Thực sự là sức mạnh quy tắc bảo hộ...
妄想逃出本尊神识范围？	Vọng tưởng thoát khỏi phạm vi thần thức của bổn tôn?
