path	original	line	comment
ACTIONFAIL.GIVE.BUSY	妾身马上再试试。	125	给予--目标正忙
ACTIONFAIL.GIVE.ABIGAILHEART	这值得一试。	126	给阿比盖尔 救赎之心
ACTIONFAIL.GIVE.GHOSTHEART	或许，这不是好主意。	127	给鬼魂 救赎之心
ACTIONFAIL.GIVE.NOTGEM	妾身不会把那东西粘上去的。	128	给的不是宝石
ACTIONFAIL.GIVE.WRONGGEM	这个宝石在这里不起作用。	129	给错了宝石
ACTIONFAIL.GIVE.NOGENERATORSKILL	妾身不会把那东西粘上去的。	130	暂无注释
ACTIONFAIL.GIVE.NOTSTAFF	它的形状有些不对。	131	给月石祭坛的物品不是法杖
ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSSHROOM	一颗蘑菇可能会有更多的用处。	132	蘑菇农场需要蘑菇
ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSLOG	一块活木头可能会有更多的用处。	133	蘑菇农场需要活木
ACTIONFAIL.GIVE.MUSHROOMFARM_NOMOONALLOWED	这些蘑菇好像不愿意被种下去。	134	暂无注释
ACTIONFAIL.GIVE.SLOTFULL	妾身已经把一些东西放在那里了。	135	已经放了材料后，再给雕像桌子再给一个材料
ACTIONFAIL.GIVE.FOODFULL	这儿已经有一顿饭了。	136	没调用
ACTIONFAIL.GIVE.NOTDISH	它肯定不想吃那个。	137	没调用
ACTIONFAIL.GIVE.DUPLICATE	妾身已经知道那个了。	138	给雕像桌子已经学习过的图纸
ACTIONFAIL.GIVE.NOTSCULPTABLE	放错材料了。	139	给陶艺圆盘的东西不对
ACTIONFAIL.GIVE.NOTATRIUMKEY	它的形状有些不对。	140	中庭钥匙不对
ACTIONFAIL.GIVE.CANTSHADOWREVIVE	它不会复活。	141	中庭仍在CD
ACTIONFAIL.GIVE.WRONGSHADOWFORM	组装不对。	142	没调用
ACTIONFAIL.GIVE.NOMOON	妾身需要看到月亮才行。	143	洞穴里建造月石科技
ACTIONFAIL.GIVE.PIGKINGGAME_MESSY	妾身得先清理一下。	144	猪王旁边有建筑，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_DANGER	现在这样太危险了。	145	危险，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_TOOLATE	现在已经太晚了。	146	不是白天，不能开始抢元宝
ACTIONFAIL.GIVE.CARNIVALGAME_INVALID_ITEM	妾身需要去买代币。	147	暂无注释
ACTIONFAIL.GIVE.CARNIVALGAME_ALREADY_PLAYING	已经有游戏在进行中了。	148	暂无注释
ACTIONFAIL.GIVE.SPIDERNOHAT	妾身的身上不能同时装下它们	149	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_REFUSE	也许妾身应该用不同种类的燃料进行炼制……	150	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_COOLDOWN	树没长回来之前应该给不了东西。	151	暂无注释
ACTIONFAIL.GIVE.NOTAMONKEY	妾身不会说猴话。	152	暂无注释
ACTIONFAIL.GIVE.QUEENBUSY	她好像在忙。	153	暂无注释
ACTIONFAIL.GIVETOPLAYER.FULL	你的身上太满了。	157	给玩家一个东西 -但是背包满了
ACTIONFAIL.GIVETOPLAYER.DEAD	也许妾身该留着这个。	158	给死亡的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.SLEEPING	不省人事，无心牵挂。	159	给睡觉的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.BUSY	妾身马上再试试。	160	给忙碌的玩家一个东西
ACTIONFAIL.GIVEALLTOPLAYER.FULL	你的身上太满了。	164	给人一组东西 但是背包满了
ACTIONFAIL.GIVEALLTOPLAYER.DEAD	也许妾身该留着这个。	165	给于死去的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.SLEEPING	不省人事了。	166	给于正在睡觉的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.BUSY	妾身再试试。	167	给于正在忙碌的玩家一组物品
ACTIONFAIL.WRITE.GENERIC	妾身觉得它现在这样挺好。	171	鞋子失败
ACTIONFAIL.WRITE.INUSE	只有能容纳一个人。	172	写字 正在使用中
ACTIONFAIL.DRAW.NOIMAGE	如果妾身面前有这东西，就比较容易了。	176	画图缺乏图像
ACTIONFAIL.CHANGEIN.GENERIC	妾身现在不想换。	180	换装失败 
ACTIONFAIL.CHANGEIN.BURNING	现在太危险了。	181	换装失败-着火了
ACTIONFAIL.CHANGEIN.INUSE	它一次只能进行一种风格转变。	182	衣橱有人占用
ACTIONFAIL.CHANGEIN.NOTENOUGHHAIR	不够用来装扮。	183	暂无注释
ACTIONFAIL.CHANGEIN.NOOCCUPANT	得在上面栓点东西。	184	暂无注释
ACTIONFAIL.ATTUNE.NOHEALTH	妾身感觉不够好。	188	制造肉雕像血量不足
ACTIONFAIL.MOUNT.TARGETINCOMBAT	妾身还不想去惹一头愤怒的皮弗娄牛。	192	骑乘，牛正在战斗
ACTIONFAIL.MOUNT.INUSE	有人抢先骑上去了。	193	骑乘（牛被占据）
ACTIONFAIL.MOUNT.SLEEPING	该醒醒了。	194	暂无注释
ACTIONFAIL.SADDLE.TARGETINCOMBAT	它生气时决妾身无法那样做。	198	给战斗状态的牛上鞍
ACTIONFAIL.TEACH.KNOWN	妾身已经知道那个了。	202	学习已经知道的蓝图
ACTIONFAIL.TEACH.CANTLEARN	妾身无法学习那个。	203	学习无法学习的蓝图
ACTIONFAIL.TEACH.WRONGWORLD	这地图在这用不了。	204	学习另外一个世界的地图
ACTIONFAIL.TEACH.MESSAGEBOTTLEMANAGER_NOT_FOUND	光线太暗，妾身什么都看不到。	205	Likely trying to read messagebottle treasure map in caves  --暂无注释
ACTIONFAIL.TEACH.STASH_MAP_NOT_FOUND	看到标记了。	206	Likely trying to read stash map  in world without stash                    --暂无注释
ACTIONFAIL.WRAPBUNDLE.EMPTY	妾身需要有东西来打包。	210	打包纸是空的
ACTIONFAIL.PICKUP.RESTRICTION	用不了。	214	熔炉模式下捡起错误的武器
ACTIONFAIL.PICKUP.INUSE	大胆，让妾身先来。	215	捡起已经打开的容器
ACTIONFAIL.PICKUP.NOTMINE_YOTC[0]	你可不是妾身的胡萝卜鼠。	219	暂无注释
ACTIONFAIL.PICKUP.NOTMINE_YOTC[1]	它在咬妾身。	220	暂无注释
ACTIONFAIL.PICKUP.FULL_OF_CURSES	妾身才不要碰。	223	暂无注释
ACTIONFAIL.SLAUGHTER.TOOFAR	它逃走了。	227	屠杀？？ 因为太远而失败
ACTIONFAIL.REPLATE.MISMATCH	它需要另一种碟子。	231	暴食-换盘子换错了 比如用碗换碟子
ACTIONFAIL.REPLATE.SAMEDISH	妾身只需要用一个碟子。	232	暴食-换盘子已经换了
ACTIONFAIL.SAIL.REPAIR	它不需要修复。	236	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING0	太快了。	240	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING1	时机不对。	241	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING2	别再犯了。	242	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[0]	哎。	246	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[1]	根本慢不下来。	247	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[2]	失败了。	248	暂无注释
ACTIONFAIL.BATHBOMB.GLASSED	不行，表面都变玻璃了。	252	暂无注释
ACTIONFAIL.BATHBOMB.ALREADY_BOMBED	别浪费沐浴球。	253	暂无注释
ACTIONFAIL.GIVE_TACKLESKETCH.DUPLICATE	不对，不对。	257	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.FISH_TOO_SMALL	这家伙太小了。	261	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.OVERSIZEDVEGGIES_TOO_SMALL	还不够沉。	262	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.GENERIC	不剩什么需要学的了。	280	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.FERTILIZER	妾身不想知道太多细节。	281	暂无注释
ACTIONFAIL.FILL_OCEAN.UNSUITABLE_FOR_PLANTS	有奇怪的差错。	285	暂无注释
ACTIONFAIL.POUR_WATER.OUT_OF_WATER	没水了。	289	暂无注释
ACTIONFAIL.POUR_WATER_GROUNDTILE.OUT_OF_WATER	妾身的浇水壶干了。	293	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_INVALID_TARGET	妾身做不大。	297	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_ALREADY_USED	这头弗娄牛已经属于别人了。	298	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_HAS_BEEF_ALREADY	妾身不需要整个牛群。	299	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF	有铃铛就能指挥皮弗娄牛。	303	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF_CLOSER	妾身的皮弗娄牛离妾身太远了。	304	暂无注释
ACTIONFAIL.HITCHUP.BEEF_HITCHED	妾身的皮弗娄牛已经拴好了。	305	暂无注释
ACTIONFAIL.HITCHUP.INMOOD	妾身的皮弗娄牛看起来太好动了。	306	暂无注释
ACTIONFAIL.MARK.ALREADY_MARKED	妾身已经选好了。	310	暂无注释
ACTIONFAIL.MARK.NOT_PARTICIPANT	妾身没有人参赛。	311	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.DOESNTWORK	看来这里并不支持这些。	315	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.ALREADYACTIVE	可能忙着比别的比赛呢。	316	暂无注释
ACTIONFAIL.YOTB_UNLOCKSKIN.ALREADYKNOWN	这个妾身已经掌握了。	320	暂无注释
ACTIONFAIL.CARNIVALGAME_FEED.TOO_LATE	妾身得快一点。	324	暂无注释
ACTIONFAIL.HERD_FOLLOWERS.WEBBERONLY	虽然它们不听妾身的，但是可能会听别人的。	328	暂无注释
ACTIONFAIL.HARVEST.DOER_ISNT_MODULE_OWNER	它似乎对讨论没有兴趣。	377	暂无注释
ACTIONFAIL.PICK.NOTHING_INSIDE	它是空的。	399	暂无注释
ACTIONFAIL.HEAL.NOT_MERM	妾身猜它只对鱼人有效。	403	暂无注释
ACTIONFAIL.ROSEGLASSES_INVALID	未找到	406	暂无注释
ACTIONFAIL.ROSEGLASSES_COOLDOWN	未找到	407	暂无注释
ACTIONFAIL.ROSEGLASSES_DISMISS	未找到	408	暂无注释
ACTIONFAIL.ROSEGLASSES_STUMPED	未找到	409	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_INGREDIENTS	妾身似乎缺少一些重要组件。	419	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_TECH	这个需要投入更多法力。	420	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_STATION	妾身现在制作不了。	421	暂无注释
ACTIONFAIL_GENERIC	妾身做不到。	423	动作失败
ANNOUNCE_BOAT_LEAK	水越来越多了。	424	暂无注释
ANNOUNCE_BOAT_SINK	妾身不想淹死。	425	暂无注释
ANNOUNCE_DIG_DISEASE_WARNING	它看起来已经好多了。	426	removed  --挖起生病的植物
ANNOUNCE_PICK_DISEASE_WARNING	嗯啊，本来就是那味道吗？	427	removed  --（植物生病）
ANNOUNCE_ADVENTUREFAIL	这次不太顺利。妾身必须再试一次。	428	没调用（废案）
ANNOUNCE_MOUNT_LOWHEALTH	它似乎受伤了。	429	牛血量过低
ANNOUNCE_BEES	蜜蜂。	448	戴养蜂帽被蜜蜂蛰
ANNOUNCE_BOOMERANG	妾身应该尽量接住它。	449	回旋镖
ANNOUNCE_CHARLIE	妾身感受到一些恶意	450	查理即将攻击
ANNOUNCE_CHARLIE_ATTACK	有什么在攻击妾身。	451	被查理攻击
ANNOUNCE_COLD	好冷。	453	过冷
ANNOUNCE_HOT	需要阴凉处。	454	过热
ANNOUNCE_CRAFTING_FAIL	缺少一些关键的东西。	455	没调用
ANNOUNCE_DEERCLOPS	听上去要有同类来了。	456	boss来袭
ANNOUNCE_CAVEIN	地龙在乱窜。	457	要地震了？？？
ANNOUNCE_ANTLION_SINKHOLE[0]	地面在晃动。	460	蚁狮地震
ANNOUNCE_ANTLION_SINKHOLE[1]	地震。	461	蚁狮地震
ANNOUNCE_ANTLION_SINKHOLE[2]	地面有些震动。	462	蚁狮地震
ANNOUNCE_ANTLION_TRIBUTE[0]	让妾身给与一些贡品。	466	向蚁狮致敬
ANNOUNCE_ANTLION_TRIBUTE[1]	给你的贡品。	467	给蚁狮上供
ANNOUNCE_ANTLION_TRIBUTE[2]	暂时让它安静。	468	给蚁狮上供
ANNOUNCE_SACREDCHEST_YES	妾身认为妾身值得。	470	远古宝箱物品正确给出蓝图
ANNOUNCE_SACREDCHEST_NO	它不喜欢那个。	471	远古宝箱
ANNOUNCE_DUSK	天马上就黑了。	472	进入黄昏
ANNOUNCE_EAT.GENERIC	好吃。	490	吃东西
ANNOUNCE_EAT.PAINFUL	妾身感觉不太好。	491	吃怪物肉
ANNOUNCE_EAT.SPOILED	太难吃了。	492	吃腐烂食物
ANNOUNCE_EAT.STALE	妾身觉得它开始变质了。	493	吃黄色食物
ANNOUNCE_EAT.INVALID	妾身不吃那东西。	494	拒吃
ANNOUNCE_EAT.YUCKY	把那个放进口中有些反胃。	495	吃红色食物
ANNOUNCE_ENCUMBERED[0]	疲惫...	510	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[1]	这种...应该让盘古大神过来...	511	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[2]	抬起来...	512	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[3]	这不应该是...妾身...该做的...	513	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[4]	疲态。	514	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[5]	这东西...正把妾身头发弄得一团糟吗？	515	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[6]	哼...。	516	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[7]	疲累...	517	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[8]	这是最糟糕的...苦力...	518	搬运雕像、可疑的大理石
ANNOUNCE_ATRIUM_DESTABILIZING[0]	妾身该走了。	522	中庭击杀boss后即将刷新
ANNOUNCE_ATRIUM_DESTABILIZING[1]	那是什么？。	523	中庭震动
ANNOUNCE_ATRIUM_DESTABILIZING[2]	这里不安全。	524	中庭击杀boss后即将刷新
ANNOUNCE_RUINS_RESET	所有的妖兽都回来了。	526	地下重置
ANNOUNCE_SNARED	尖锐的骨头。	527	远古嘤嘤怪的骨笼
ANNOUNCE_SNARED_IVY	什么在反击。	528	暂无注释
ANNOUNCE_REPELLED	它有保护。	529	嘤嘤怪保护状态
ANNOUNCE_ENTER_DARK	伸手不见五指。	530	进入黑暗
ANNOUNCE_ENTER_LIGHT	妾身又可以看到东西了。	531	进入光源
ANNOUNCE_FREEDOM	妾身自由了。	532	没调用（废案）
ANNOUNCE_HIGHRESEARCH	妾身本就聪明。	533	没调用（废案）
ANNOUNCE_HOUNDS	你听到了吗？	534	猎犬将至
ANNOUNCE_WORMS	你感觉到了吗？	535	蠕虫袭击
ANNOUNCE_ACIDBATS	你听到了吗？	536	暂无注释
ANNOUNCE_HUNGRY	妾身有些饿。	537	饥饿
ANNOUNCE_HUNT_BEAST_NEARBY	新鲜的足迹，那只妖兽肯定就在附近。	538	即将找到野兽
ANNOUNCE_HUNT_LOST_TRAIL	妖兽的足迹到这里就没了。	539	猎物（大象脚印丢失）
ANNOUNCE_HUNT_LOST_TRAIL_SPRING	这种湿土留不下脚印。	540	大猎物丢失踪迹
ANNOUNCE_HUNT_START_FORK	这个踪迹看起来有危险。	541	暂无注释
ANNOUNCE_HUNT_SUCCESSFUL_FORK	没有妖兽能与妾身匹敌。	542	暂无注释
ANNOUNCE_HUNT_WRONG_FORK	妾身感到有东西在看着妾身。	543	暂无注释
ANNOUNCE_HUNT_AVOID_FORK	这个踪迹看起来安全些了。	544	暂无注释
ANNOUNCE_INV_FULL	妾身拿不了更多的东西了。	545	身上的物品满了
ANNOUNCE_KNOCKEDOUT	妾身有些昏沉。	546	被催眠
ANNOUNCE_LOWRESEARCH	妾身没从那学到什么。	547	没调用（废案）
ANNOUNCE_MOSQUITOS	滚开。	548	没调用
ANNOUNCE_NOWARDROBEONFIRE	它着火了，妾身换不了衣服。	549	橱柜着火
ANNOUNCE_NODANGERGIFT	妾身无法拆礼物。	550	周围有危险的情况下打开礼物
ANNOUNCE_NOMOUNTEDGIFT	妾身得先从皮弗娄牛身上下来。	551	骑牛的时候打开礼物
ANNOUNCE_NODANGERSLEEP	妾身不能这样睡死过去。	552	危险，不能睡觉
ANNOUNCE_NODAYSLEEP	光线太亮了。	553	白天睡帐篷
ANNOUNCE_NODAYSLEEP_CAVE	妾身不累。	554	洞穴里白天睡帐篷
ANNOUNCE_NOHUNGERSLEEP	妾身有些饿了。	555	饿了无法睡觉
ANNOUNCE_NOSLEEPONFIRE	妾身无法睡着。	556	营帐着火无法睡觉
ANNOUNCE_NODANGERSIESTA	现在太危险了。	558	危险，不能午睡
ANNOUNCE_NONIGHTSIESTA	晚上该睡觉，而不是现在。	559	夜晚睡凉棚
ANNOUNCE_NONIGHTSIESTA_CAVE	妾身不认为妾身在这里能真正放松下来。	560	在洞穴里夜晚睡凉棚
ANNOUNCE_NOHUNGERSIESTA	妾身有些饿了，没法睡着。	561	饱度不足无法午睡
ANNOUNCE_NO_TRAP	挺简单的。	562	没有陷阱？？？没调用
ANNOUNCE_PECKED	停下。	563	被小高鸟啄
ANNOUNCE_QUAKE	听起来不妙。	564	地震
ANNOUNCE_RESEARCH	活到老学到老。	565	没调用
ANNOUNCE_SHELTER	可以稍微避避雨。	566	下雨天躲树下
ANNOUNCE_THORNS	噢。	567	玫瑰、仙人掌、荆棘扎手
ANNOUNCE_BURNT	好烫。	568	烧完了
ANNOUNCE_TORCH_OUT	火灭了。	569	火把用完了
ANNOUNCE_THURIBLE_OUT	它消耗殆尽了。	570	香炉燃尽
ANNOUNCE_FAN_OUT	妾身的风车已随风消逝。	571	小风车停了
ANNOUNCE_COMPASS_OUT	这个指南针指不了方向了。	572	指南针用完了
ANNOUNCE_TRAP_WENT_OFF	哎。	573	触发陷阱（例如冬季陷阱）
ANNOUNCE_UNIMPLEMENTED	这应该还没准备好。	574	没调用
ANNOUNCE_WORMHOLE	跳进去会弄脏妾身的。	575	跳虫洞
ANNOUNCE_TOWNPORTALTELEPORT	妾身不确定那是不是仙法。	577	豪华传送
ANNOUNCE_CANFIX	\n妾身觉得能修好这个。	578	墙壁可以修理
ANNOUNCE_ACCOMPLISHMENT	妾身略感满足。	579	没调用
ANNOUNCE_ACCOMPLISHMENT_DONE	如果妾身的朋友现在能看到妾身就好了...	580	没调用
ANNOUNCE_INSUFFICIENTFERTILIZER	植物好像没法长得很好。	581	土地肥力不足
ANNOUNCE_TOOL_SLIP	那工具丢了了。	582	工具滑出
ANNOUNCE_LIGHTNING_DAMAGE_AVOIDED	避开了天罚。	583	规避闪电
ANNOUNCE_TOADESCAPING	妖兽正在失去兴趣。	584	蟾蜍正在逃跑
ANNOUNCE_TOADESCAPED	妖兽逃走了。	585	蟾蜍逃走了
ANNOUNCE_DAMP	哦，水。	586	潮湿（1级）
ANNOUNCE_WET	妾身的衣服好像会渗水。	587	潮湿（2级）
ANNOUNCE_WETTER	漫漫水路。	588	潮湿（3级）
ANNOUNCE_SOAKED	妾身衣服要被彻底打湿了。	589	潮湿（4级）
ANNOUNCE_WASHED_ASHORE	衣服弄湿了。	590	暂无注释
ANNOUNCE_DESPAWN	妾身能看见光。	591	下线
ANNOUNCE_BECOMEGHOST	妾身失败了。	592	变成鬼魂
ANNOUNCE_GHOSTDRAIN	妾身的理智要开始流失了。	593	队友死亡掉san
ANNOUNCE_PETRIFED_TREES	妾身刚刚听到树在低语。	594	石化树
ANNOUNCE_KLAUS_ENRAGE	现在没有办法打败它了。	595	克劳斯被激怒（杀死了鹿）
ANNOUNCE_KLAUS_UNCHAINED	它的封印解开了。	596	克劳斯-未上锁的  猜测是死亡准备变身？
ANNOUNCE_KLAUS_CALLFORHELP	它在求救。	597	克劳斯召唤小偷
ANNOUNCE_MOONALTAR_MINE.GLASS_MED	里面有东西。	600	暂无注释
ANNOUNCE_MOONALTAR_MINE.GLASS_LOW	快挖出来了。	601	暂无注释
ANNOUNCE_MOONALTAR_MINE.GLASS_REVEAL	你自由了。	602	暂无注释
ANNOUNCE_MOONALTAR_MINE.IDOL_MED	里面有东西。	603	暂无注释
ANNOUNCE_MOONALTAR_MINE.IDOL_LOW	快挖出来了。	604	暂无注释
ANNOUNCE_MOONALTAR_MINE.IDOL_REVEAL	你自由了。	605	暂无注释
ANNOUNCE_MOONALTAR_MINE.SEED_MED	里面有东西。	606	暂无注释
ANNOUNCE_MOONALTAR_MINE.SEED_LOW	快挖出来了。	607	暂无注释
ANNOUNCE_MOONALTAR_MINE.SEED_REVEAL	你自由了。	608	暂无注释
ANNOUNCE_SPOOKED	你看到了吗？。	610	被吓到
ANNOUNCE_BRAVERY_POTION	那些树看上去没那么可怕了。	611	勇气药剂
ANNOUNCE_MOONPOTION_FAILED	可能没泡够时间。	612	暂无注释
ANNOUNCE_EATING_NOT_FEASTING	妾身可能应该跟其他人分享的。	613	暂无注释
ANNOUNCE_WINTERS_FEAST_BUFF	节日精神。	614	暂无注释
ANNOUNCE_IS_FEASTING	冬季盛宴快乐。	615	暂无注释
ANNOUNCE_WINTERS_FEAST_BUFF_OVER	节过的真快。	616	暂无注释
ANNOUNCE_REVIVING_CORPSE	让妾身帮帮你。	617	没调用（熔炉）
ANNOUNCE_REVIVED_OTHER_CORPSE	焕然一新。	618	没调用（熔炉）
ANNOUNCE_REVIVED_FROM_CORPSE	好多了。	619	没调用（熔炉）
ANNOUNCE_FLARE_SEEN	是谁发出的信号？	620	暂无注释
ANNOUNCE_MEGA_FLARE_SEEN	那个闪光会带来麻烦。	621	暂无注释
ANNOUNCE_OCEAN_SILHOUETTE_INCOMING	不好，海怪。	622	暂无注释
ANNOUNCE_ROYALTY[0]	恭敬。	680	向带着蜂王帽的队友鞠躬
ANNOUNCE_ROYALTY[1]	恭敬。	681	向带着蜂王帽的队友鞠躬
ANNOUNCE_ROYALTY[2]	恭敬。	682	向带着蜂王帽的队友鞠躬
ANNOUNCE_ATTACH_BUFF_ELECTRICATTACK	妾身有些雷电伴身。	684	暂无注释
ANNOUNCE_ATTACH_BUFF_ATTACK	动手打。	685	暂无注释
ANNOUNCE_ATTACH_BUFF_PLAYERABSORPTION	妾身现在感觉安全多了。	686	暂无注释
ANNOUNCE_ATTACH_BUFF_WORKEFFECTIVENESS	干活更快了。	687	暂无注释
